org_id,sector,ai_present,adoption_level,ai_tools_count,manager_training,governance_present,hybrid_ratio_pct,productivity_change_pct,employee_trust_score,performance_outcome
ORG0710,Manufacturing,1,Strategic,4,1,1,29.83284186871321,6.67,3,1
ORG0711,Services,1,Strategic,0,1,0,24.200157001670913,3.15,2,0
ORG0712,Education,1,Reactive,1,0,0,31.775677428815733,2.29,3,0
ORG0713,Services,1,Strategic,3,1,1,45.72761585192087,4.9,4,1
ORG0714,Technology,1,Strategic,3,1,0,37.14959457500006,6.55,3,1
ORG0715,Finance,1,Strategic,6,0,1,17.60569082690302,4.49,4,1
ORG0716,Technology,1,Transformative,5,1,1,0.0,11.1,4,1
ORG0717,Healthcare,1,Transformative,6,1,1,19.32745529145393,12.57,5,1
ORG0718,Technology,1,Transformative,10,0,1,21.741966572889062,7.0,3,1
ORG0719,Education,1,Strategic,1,1,0,41.18997534772733,5.58,3,0
ORG0720,Healthcare,0,None,0,0,0,12.408667324097369,0.66,4,0
ORG0721,Manufacturing,0,None,0,0,0,34.96541318943762,0.48,3,0
ORG0722,Healthcare,1,Reactive,3,0,0,41.10360088784948,-2.44,2,0
ORG0723,Manufacturing,1,Strategic,6,0,0,53.02897504309315,5.02,3,0
ORG0724,Finance,0,None,0,0,0,31.016110501063828,2.45,2,0
ORG0725,Manufacturing,1,Reactive,4,0,0,30.76811334599133,4.46,2,0
ORG0726,Healthcare,1,Strategic,2,1,1,21.396456879169087,5.88,3,1
ORG0727,Finance,1,Strategic,3,1,0,79.68582445702083,4.78,4,1
ORG0728,Technology,1,Transformative,3,0,1,42.529814860832495,9.88,3,1
ORG0729,Healthcare,1,Reactive,2,1,0,26.328298119265348,1.48,2,0
ORG0730,Finance,1,Reactive,4,0,0,26.524092896732114,-0.24,2,0
ORG0731,Finance,1,Strategic,8,1,0,34.827273678850325,7.06,4,1
ORG0732,Technology,1,Transformative,5,1,1,22.91012403410877,4.6,3,0
ORG0733,Services,1,Reactive,2,0,0,35.37456893556499,0.65,2,0
ORG0734,Technology,1,Reactive,1,0,0,35.241813461909814,0.56,2,0
ORG0735,Technology,1,Reactive,2,0,0,29.491940986823774,2.58,2,0
ORG0736,Finance,1,Strategic,4,1,1,29.630143483799962,7.14,3,1
ORG0737,Healthcare,1,Strategic,3,0,0,27.555837003654513,8.43,2,0
ORG0738,Healthcare,1,Strategic,6,0,0,30.88032727157243,4.5,3,0
ORG0739,Finance,0,None,0,0,0,54.38080448340684,-2.07,3,0
ORG0740,Finance,1,Reactive,0,0,1,59.69493811543185,4.02,3,0
ORG0741,Finance,1,Reactive,3,0,0,75.00357833480012,2.19,4,0
ORG0742,Technology,0,None,0,0,0,38.48141956892806,0.89,3,0
ORG0743,Finance,1,Transformative,4,1,1,63.68008203579046,11.33,5,1
ORG0744,Education,1,Reactive,2,0,0,35.366477602670514,1.45,2,0
ORG0745,Finance,1,Strategic,6,1,0,46.53547483163413,3.95,3,0
ORG0746,Technology,1,Reactive,5,0,0,40.981456466372215,4.92,4,1
ORG0747,Manufacturing,1,Transformative,6,1,1,49.703944290825255,14.13,4,1
ORG0748,Education,1,Strategic,3,0,0,28.537735964177063,6.0,2,0
ORG0749,Manufacturing,1,Reactive,2,1,0,46.49582714858599,1.17,3,0
ORG0750,Finance,0,None,0,0,0,12.164985225773837,0.52,3,0
ORG0751,Finance,1,Strategic,4,0,1,64.29660797408862,6.37,5,1
ORG0752,Healthcare,1,Reactive,0,0,0,43.963065588420925,5.21,1,0
ORG0753,Finance,1,Strategic,3,1,1,20.98768689425687,7.96,3,1
ORG0754,Technology,1,Strategic,2,1,1,43.02456008545654,8.54,4,1
ORG0755,Finance,1,Reactive,2,0,0,24.500519959391998,1.55,2,0
ORG0756,Education,1,Reactive,1,0,0,48.1870748605931,4.63,2,0
ORG0757,Finance,0,None,0,0,0,61.297922030983784,-0.23,2,0
ORG0758,Technology,1,Transformative,6,1,1,45.30857675592932,8.85,3,1
ORG0759,Healthcare,0,None,0,0,0,29.143868925792937,1.53,2,0
ORG0760,Services,0,None,0,0,0,25.83234271971009,-0.56,4,0
ORG0761,Healthcare,1,Reactive,0,0,0,39.64590168704003,2.95,3,0
ORG0762,Finance,1,Transformative,6,0,1,0.0,9.54,4,1
ORG0763,Technology,1,Strategic,4,1,0,32.473704319566785,6.21,4,1
ORG0764,Finance,1,Reactive,2,0,0,40.39521271529482,2.09,3,0
ORG0765,Healthcare,1,Reactive,7,0,0,33.64689237488246,2.99,4,0
ORG0766,Services,1,Strategic,6,1,0,46.382014009636535,8.48,3,1
ORG0767,Finance,1,Strategic,3,1,1,34.13903804319809,4.9,4,1
ORG0768,Manufacturing,1,Transformative,7,1,1,44.933944732394295,8.62,3,1
ORG0769,Technology,1,Transformative,7,1,1,45.78752999533156,12.64,4,1
ORG0770,Healthcare,1,Transformative,7,1,1,44.73322888855759,9.87,2,1
ORG0771,Services,0,None,0,0,0,48.09399301363187,5.35,3,0
ORG0772,Services,1,Transformative,6,1,1,30.78610063688339,8.98,3,1
ORG0773,Manufacturing,1,Strategic,5,0,1,36.833645068205996,4.16,3,0
ORG0774,Manufacturing,1,Reactive,0,0,1,19.117997776282703,2.91,1,0
ORG0775,Manufacturing,1,Transformative,4,1,1,18.231085879448905,12.08,3,1
ORG0776,Finance,1,Reactive,2,0,0,53.65142417154387,2.95,3,0
ORG0777,Manufacturing,0,None,0,0,0,14.365488668204573,-0.45,5,0
ORG0778,Healthcare,1,Transformative,8,0,0,45.86736590572592,10.7,2,1
ORG0779,Technology,1,Reactive,2,0,1,27.45696869493566,4.36,5,1
ORG0780,Technology,0,None,0,0,0,47.961049732084206,-1.88,4,0
ORG0781,Technology,0,None,0,0,0,23.6049047337117,1.83,4,0
ORG0782,Manufacturing,1,Strategic,5,0,0,26.67079254642006,7.41,3,1
ORG0783,Manufacturing,1,Transformative,6,0,0,42.974983939078925,9.91,3,1
ORG0784,Manufacturing,1,Transformative,8,1,1,31.950251992554062,10.63,3,1
ORG0785,Finance,0,None,0,0,0,45.07613723287809,-2.93,3,0
ORG0786,Education,0,None,0,0,0,1.3715546783775707,-0.05,2,0
ORG0787,Healthcare,0,None,0,0,0,23.438188954395855,3.37,2,0
ORG0788,Technology,1,Reactive,1,0,0,0.0,2.4,2,0
ORG0789,Technology,1,Reactive,0,0,1,23.411868322366463,1.88,3,0
ORG0790,Healthcare,1,Transformative,10,1,1,44.46313405394233,6.89,3,1
ORG0791,Manufacturing,1,Reactive,0,1,0,25.748369577204386,-0.7,2,0
ORG0792,Services,1,Reactive,1,0,0,34.519364439792696,2.68,3,0
ORG0793,Finance,1,Transformative,8,1,1,26.885691447804007,4.67,4,1
ORG0794,Technology,0,None,0,0,0,40.2285611644261,-0.22,3,0
ORG0795,Technology,1,Reactive,2,0,1,35.337694615965916,-2.56,4,0
ORG0796,Technology,1,Strategic,6,1,0,29.408866339569663,3.26,3,0
ORG0797,Manufacturing,1,Reactive,0,0,0,48.85797523946262,4.96,3,0
ORG0798,Manufacturing,1,Strategic,5,1,1,14.530269891959293,7.03,3,1
ORG0799,Finance,1,Strategic,3,0,0,4.261913445142373,4.24,3,0
ORG0800,Services,1,Transformative,7,1,1,27.23955516286651,9.68,5,1
ORG0801,Finance,1,Strategic,3,0,0,32.89575449963947,3.95,4,0
ORG0802,Manufacturing,1,Reactive,1,0,0,20.993693957898543,1.28,2,0
ORG0803,Finance,0,None,0,0,0,18.71378433827676,0.56,2,0
ORG0804,Finance,1,Strategic,1,1,0,57.25615865305561,3.78,3,0
ORG0805,Technology,1,Transformative,5,0,1,40.945504347010264,9.34,3,1
ORG0806,Finance,1,Strategic,3,0,0,44.11921350508631,2.83,3,0
ORG0807,Manufacturing,1,Strategic,1,1,0,29.368888302740572,4.9,3,0
ORG0808,Finance,1,Strategic,3,0,1,0.0,4.01,3,0
ORG0809,Technology,1,Strategic,5,0,0,51.0939442176102,3.29,3,0
ORG0810,Healthcare,1,Strategic,4,1,0,45.56504314781118,4.11,3,0
ORG0811,Finance,0,None,0,0,0,6.90491253604069,4.59,2,0
ORG0812,Finance,0,None,0,0,0,19.114443169818536,0.37,3,0
ORG0813,Finance,0,None,0,0,0,57.79928008871449,-3.77,3,0
ORG0814,Healthcare,0,None,0,0,0,22.40708662973514,-0.85,3,0
ORG0815,Manufacturing,0,None,0,0,0,19.554556405504094,-0.47,3,0
ORG0816,Finance,1,Reactive,1,1,0,34.381105210249096,-1.0,3,0
ORG0817,Finance,1,Strategic,5,0,0,31.491532993196092,4.61,3,0
ORG0818,Healthcare,0,None,0,0,0,26.045096173686012,1.74,4,0
ORG0819,Manufacturing,1,Reactive,0,0,0,41.67343842514826,3.7,3,0
ORG0820,Education,1,Reactive,0,1,0,18.30057748828053,5.15,3,0
ORG0821,Technology,1,Reactive,2,1,0,31.28996054155373,2.67,4,0
ORG0822,Services,1,Strategic,7,1,0,45.01322120554994,8.15,2,0
ORG0823,Services,1,Strategic,1,1,0,36.76561127691437,1.66,5,0
ORG0824,Services,1,Strategic,2,0,1,42.79806527152867,7.84,4,1
ORG0825,Manufacturing,1,Transformative,9,1,1,47.08476549340507,11.27,4,1
ORG0826,Education,1,Strategic,4,0,1,13.678029692652117,6.64,3,1
ORG0827,Education,0,None,0,0,0,25.448073476756644,1.2,4,0
ORG0828,Finance,1,Strategic,3,0,1,30.556262018536405,5.23,3,0
ORG0829,Finance,1,Transformative,3,1,0,26.76157790756902,7.33,2,0
ORG0830,Technology,1,Reactive,3,0,0,36.838411982417874,3.15,3,0
ORG0831,Technology,1,Transformative,6,0,1,49.43753887929948,11.33,4,1
ORG0832,Technology,1,Transformative,0,1,0,31.68602412590581,10.28,3,1
ORG0833,Technology,1,Strategic,1,0,0,9.78657375880264,4.0,3,0
ORG0834,Manufacturing,1,Reactive,3,0,1,49.79125837216567,0.7,3,0
ORG0835,Healthcare,1,Transformative,1,1,0,16.041787563888334,10.94,2,1
ORG0836,Finance,1,Strategic,2,1,1,17.257767465435666,7.55,3,1
ORG0837,Manufacturing,1,Reactive,2,0,0,60.6344607804484,3.04,3,0
ORG0838,Technology,1,Transformative,8,0,1,28.027649673093478,5.21,4,1
ORG0839,Finance,1,Transformative,8,1,1,20.005266735286643,7.97,3,1
ORG0840,Education,1,Strategic,5,0,1,71.09183537004907,4.45,3,0
ORG0841,Technology,1,Transformative,5,1,1,39.488546928776614,10.48,4,1
ORG0842,Finance,1,Reactive,1,1,0,30.5044160970822,3.22,4,0
ORG0843,Technology,1,Strategic,6,0,1,5.41866460034273,5.58,3,0
ORG0844,Technology,1,Strategic,7,0,1,41.67280306336232,3.67,4,0
ORG0845,Services,1,Strategic,2,0,0,57.376732451360894,4.03,2,0
ORG0846,Technology,1,Transformative,8,0,1,24.544329479608663,7.54,3,1
ORG0847,Healthcare,1,Reactive,2,0,0,23.021907281618585,2.44,3,0
